Date,CAPE
2006.12,27.28268979
2007.01,27.20753666
2007.02,27.31518141
2007.03,26.22760555
2007.04,26.97626831
2007.05,27.54849045
2007.06,27.41826274
2007.07,27.41008817
2007.08,26.14860719
2007.09,26.72574305
2007.1,27.32064813
2007.11,25.72905358
2007.12,25.95551011
2008.01,24.02231776
2008.02,23.4952634
2008.03,22.60681084
2008.04,23.35604064
2008.05,23.69643212
2008.06,22.4168128
2008.07,20.90720646
2008.08,21.40161736
2008.09,20.36273395
2008.1,16.38735655
2008.11,15.25965941
2008.12,15.37608075
2009.01,15.17465194
2009.02,14.1221818
2009.03,13.32366766
2009.04,14.98186645
2009.05,15.99635576
2009.06,16.38418282
2009.07,16.69462082
2009.08,18.0940698
2009.09,18.83190226
2009.1,19.35800844
2009.11,19.81276108
2009.12,20.3223765
2010.01,20.5278598
2010.02,19.92053931
2010.03,21.00460121
2010.04,21.8048456
2010.05,20.48006864
2010.06,19.74203985
2010.07,19.66866047
2010.08,19.77029917
2010.09,20.38139523
2010.1,21.24012765
2010.11,21.70072383
2010.12,22.39637977
2011.01,22.97829943
2011.02,23.4898287
2011.03,22.89933643
2011.04,23.14392945
2011.05,23.05949151
2011.06,22.10083129
2011.07,22.6109817
2011.08,20.04985272
2011.09,19.69811457
2011.1,20.15582479
2011.11,20.3452468
2011.12,20.5235755
2012.01,21.21300809
2012.02,21.79743596
2012.03,22.05394397
2012.04,21.77924691
2012.05,20.94146742
2012.06,20.54750409
2012.07,20.99934129
2012.08,21.41042845
2012.09,21.7836903
2012.1,21.57710965
2012.11,20.89816206
2012.12,21.23826114
2013.01,21.90047541
2013.02,22.05272434
2013.03,22.41920711
2013.04,22.5956554
2013.05,23.41184178
2013.06,22.92533317
2013.07,23.49246018
2013.08,23.35664909
2013.09,23.44228717
2013.1,23.83473789
2013.11,24.64207709
2013.12,24.8618693
2014.01,24.85960909
2014.02,24.59093088
2014.03,24.95603915
2014.04,24.7863154
2014.05,24.94327411
2014.06,25.55800762
2014.07,25.81754598
2014.08,25.61760642
2014.09,25.91843689
2014.1,25.16274828
2014.11,26.60681715
2014.12,26.79408548
2015.01,26.49229542
2015.02,26.9955137
2015.03,26.72860545
2015.04,26.79137168
2015.05,26.80611138
2015.06,26.49589529
2015.07,26.38113634
2015.08,25.69365842
2015.09,24.49675217
2015.1,25.49144105
2015.11,26.22585189
2015.12,25.96542404
2016.01,24.2061672
2016.02,24.00260678
2016.03,25.37229862
2016.04,25.92233754
2016.05,25.69470992
2016.06,25.84037293
2016.07,26.69400326
2016.08,26.94887243
2016.09,26.72787335
2016.1,26.52514309
2016.11,26.85095353
2016.12,27.86509822
2017.01,28.06357374
2017.02,28.65510653
2017.03,29.08692174
2017.04,28.90424596
2017.05,29.31334498
2017.06,29.74850324
2017.07,30.00222074
2017.08,29.9149594
2017.09,30.16811441
2017.1,30.92039329
2017.11,31.29891333
2017.12,32.08613201
2018.01,33.30734383
2018.02,32.03538234
2018.03,31.80840906
2018.04,30.97017929
2018.05,31.24361507
2018.06,31.6305565
2018.07,31.88636696
2018.08,32.39027688
2018.09,32.62289112
2018.1,31.03796108
2018.11,30.19558341
2018.12,28.29185701
2019.01,28.38016446
2019.02,29.54154897
2019.03,29.57619601
2019.04,30.13351717
2019.05,29.24203094
2019.06,29.28379628
2019.07,29.98668534
2019.08,28.70539737
2019.09,29.22952023
2019.1,28.84112288
2019.11,29.83686766
2019.12,30.33182232
2020.01,30.9852203
2020.02,30.72968926
2020.03,24.81716863
2020.04,25.92735883
2020.05,27.328481
2020.06,28.83831596
2020.07,29.59919493
2020.08,31.15820897
2020.09,30.83942604
2020.1,31.28369403
2020.11,32.4732041
2020.12,33.76559142
2021.01,34.51243229
2021.02,35.10390717
2021.03,35.04254511
2021.04,36.71981411
2021.05,36.55213399
2021.06,36.69625801
2021.07,37.44338318
2021.08,37.97350061
2021.09,37.62034669
2021.1,37.253025
2021.11,38.5826275
2021.12,38.30484987
2022.01,36.93675807
2022.02,35.28714923
2022.03,34.27079869
2022.04,33.88916476
2022.05,30.67315508
2022.06,29.0477214
2022.07,29.00461832
2022.08,30.69876337
2022.09,28.22988466
2022.1,27.08076693
2022.11,28.37894902
2022.12,28.31690128
2023.01,28.33481342
2023.02,28.91976294
2023.03,27.93813125
2023.04,28.76484127
2023.05,28.76205134
2023.06,29.94003165
2023.07,30.89165981
2023.08,30.30474825
2023.09,29.79968186
2023.1,28.76905495
2023.11,30.01322482
2023.12,31.45231092
2024.01,32.04512301
2024.02,33.11343341
2024.03,33.90712628
2024.04,33.38303312
2024.05,32.97985318
